exercise_id,exercise_name,primary_muscle,secondary_muscles,equipment,category,difficulty,met_value,sets_beginner,reps_beginner,sets_intermediate,reps_intermediate,sets_advanced,reps_advanced,rest_seconds,contraindications,is_compound,is_bodyweight,calorie_burn_30min,video_cue
355,Skull Crusher (Dumbbells variation),Triceps,None,Dumbbells,Strength,Advanced,4.0,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Shoulder injury",0,0,140,Search: 'Skull Crusher Dumbbells form' for technique guidance
356,Copenhagen Plank (Machine variation),Adductors,Core,Machine,Core,Intermediate,4.9,3,8-12,4,6-10,5,4-8,120,Groin injury,0,0,175,Search: 'Copenhagen Plank Machine form' for technique guidance
357,Dumbbell Row (None variation),Lats,"Rhomboids, Biceps",None,Strength,Intermediate,5.1,3,8-12,4,6-10,5,4-8,120,Lower back pain (support with bench),0,1,192,Search: 'Dumbbell Row None form' for technique guidance
358,Bulgarian Split Squat (Cable Machine variation),Quadriceps,"Glutes, Hamstrings, Core",Cable Machine,Strength,Beginner,7.8,3,8-12,4,6-10,5,4-8,90,"Knee pain, Ankle instability, Hip flexor strain",0,0,262,Search: 'Bulgarian Split Squat Cable Machine form' for technique guidance
359,Preacher Curl (Resistance Band variation),Biceps,Brachialis,Resistance Band,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,"Elbow injury, Biceps tendinopathy",0,0,122,Search: 'Preacher Curl Resistance Band form' for technique guidance
360,Cable Crunch (Cable Machine variation),Abs,Core,Cable Machine,Core,Beginner,4.4,3,8-12,4,6-10,5,4-8,90,Lower back disc injury (avoid spinal flexion),0,0,140,Search: 'Cable Crunch Cable Machine form' for technique guidance
361,Crunch (Kettlebell variation),Upper Abs,Core,Kettlebell,Core,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Neck injury",0,0,122,Search: 'Crunch Kettlebell form' for technique guidance
362,Skull Crusher (None variation),Triceps,None,None,Strength,Advanced,4.2,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Shoulder injury",0,1,140,Search: 'Skull Crusher None form' for technique guidance
363,Dead Bug (Cable Machine variation),Core,Hip Flexors,Cable Machine,Core,Beginner,3.7,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,122,Search: 'Dead Bug Cable Machine form' for technique guidance
364,Leg Press (Resistance Band variation),Quadriceps,"Glutes, Hamstrings",Resistance Band,Strength,Advanced,6.9,3,8-12,4,6-10,5,4-8,180,"Knee injury (deep), Lower back disc",0,0,228,Search: 'Leg Press Resistance Band form' for technique guidance
365,Leg Curl (seated) (Machine variation),Hamstrings,None,Machine,Strength,Advanced,4.5,3,8-12,4,6-10,5,4-8,180,"Hamstring Grade II+ strain, Knee surgery",0,0,158,Search: 'Leg Curl (seated) Machine form' for technique guidance
366,Rear Delt Fly (Machine variation),Rear Delt,Rhomboids,Machine,Strength,Beginner,3.2,3,8-12,4,6-10,5,4-8,90,None,0,0,122,Search: 'Rear Delt Fly Machine form' for technique guidance
367,Trap Bar Deadlift (Barbell variation),Quadriceps,"Hamstrings, Glutes, Traps",Barbell,Strength,Intermediate,7.8,3,8-12,4,6-10,5,4-8,120,Lower back injury (minimal risk),0,0,262,Search: 'Trap Bar Deadlift Barbell form' for technique guidance
368,Leg Extension (Dumbbells variation),Quadriceps,None,Dumbbells,Strength,Advanced,4.5,3,8-12,4,6-10,5,4-8,180,"Patellofemoral pain, ACL injury, Knee impingement",0,0,158,Search: 'Leg Extension Dumbbells form' for technique guidance
369,Standing Calf Raise (Barbell variation),Gastrocnemius,Soleus,Barbell,Strength,Intermediate,4.0,3,8-12,4,6-10,5,4-8,120,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Barbell form' for technique guidance
370,Seated Calf Raise (Dumbbells variation),Soleus,Gastrocnemius,Dumbbells,Strength,Advanced,3.8,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Plantar fasciitis (acute)",0,0,122,Search: 'Seated Calf Raise Dumbbells form' for technique guidance
371,Pallof Press (Cable Machine variation),Core,Obliques,Cable Machine,Core,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,None,0,0,122,Search: 'Pallof Press Cable Machine form' for technique guidance
372,Landmine Rotation (Machine variation),Obliques,"Core, Shoulders",Machine,Core,Intermediate,4.6,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc",0,0,175,Search: 'Landmine Rotation Machine form' for technique guidance
373,Lateral Raise (Resistance Band variation),Lateral Delt,Traps,Resistance Band,Strength,Beginner,3.5,3,8-12,4,6-10,5,4-8,90,Shoulder impingement (keep below 90°),0,0,122,Search: 'Lateral Raise Resistance Band form' for technique guidance
374,Barbell Front Squat (Dumbbells variation),Quadriceps,"Glutes, Upper Back, Core",Dumbbells,Strength,Advanced,8.6,3,8-12,4,6-10,5,4-8,180,"Wrist injury, Shoulder pain, Lower back injury",0,0,298,Search: 'Barbell Front Squat Dumbbells form' for technique guidance
375,Stationary Cycling (Dumbbells variation),Quadriceps,"Glutes, Cardiovascular",Dumbbells,Cardio,Beginner,6.2,3,8-12,4,6-10,5,4-8,90,Knee pain (adjust seat height),0,0,210,Search: 'Stationary Cycling Dumbbells form' for technique guidance
376,Dead Bug (None variation),Core,Hip Flexors,None,Core,Beginner,3.4,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,1,122,Search: 'Dead Bug None form' for technique guidance
377,Leg Press (Resistance Band variation),Quadriceps,"Glutes, Hamstrings",Resistance Band,Strength,Beginner,6.1,3,8-12,4,6-10,5,4-8,90,"Knee injury (deep), Lower back disc",0,0,228,Search: 'Leg Press Resistance Band form' for technique guidance
378,Smith Machine Squat (Kettlebell variation),Quadriceps,"Glutes, Hamstrings",Kettlebell,Strength,Intermediate,7.3,3,8-12,4,6-10,5,4-8,120,"Knee pain, Lower back injury",0,0,245,Search: 'Smith Machine Squat Kettlebell form' for technique guidance
379,Barbell Shrug (Barbell variation),Traps,Neck,Barbell,Strength,Intermediate,4.1,3,8-12,4,6-10,5,4-8,120,"Neck injury, Cervical spondylosis",0,0,158,Search: 'Barbell Shrug Barbell form' for technique guidance
380,Lat Pulldown (Barbell variation),Lats,"Biceps, Rear Delt",Barbell,Strength,Beginner,5.7,3,8-12,4,6-10,5,4-8,90,Shoulder injury,0,0,192,Search: 'Lat Pulldown Barbell form' for technique guidance
381,Rowing Machine (Resistance Band variation),Back,"Full Body, Cardiovascular",Resistance Band,Cardio,Advanced,8.2,3,8-12,4,6-10,5,4-8,180,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Resistance Band form' for technique guidance
382,Dips (Resistance Band variation),Triceps,"Chest, Front Delt",Resistance Band,Strength,Advanced,6.0,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff, Elbow injury",0,0,210,Search: 'Dips Resistance Band form' for technique guidance
383,Jumping Jack (Cable Machine variation),Full Body,Cardiovascular,Cable Machine,Cardio,Advanced,8.5,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle injury",1,0,280,Search: 'Jumping Jack Cable Machine form' for technique guidance
384,Barbell Curl (Resistance Band variation),Biceps,Brachialis,Resistance Band,Strength,Beginner,3.5,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Resistance Band form' for technique guidance
385,Rear Delt Fly (None variation),Rear Delt,Rhomboids,None,Strength,Advanced,3.2,3,8-12,4,6-10,5,4-8,180,None,0,1,122,Search: 'Rear Delt Fly None form' for technique guidance
386,DB Shrug (Resistance Band variation),Traps,Neck,Resistance Band,Strength,Advanced,4.1,3,8-12,4,6-10,5,4-8,180,Neck injury,0,0,140,Search: 'DB Shrug Resistance Band form' for technique guidance
387,Barbell Bench Press (Resistance Band variation),Chest,"Triceps, Front Deltoid",Resistance Band,Strength,Intermediate,8.0,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Resistance Band form' for technique guidance
388,Reverse Crunch (Cable Machine variation),Lower Abs,Core,Cable Machine,Core,Advanced,3.2,3,8-12,4,6-10,5,4-8,180,Lower back disc injury,0,0,122,Search: 'Reverse Crunch Cable Machine form' for technique guidance
389,Close-Grip Bench Press (Dumbbells variation),Triceps,"Chest, Front Delt",Dumbbells,Strength,Intermediate,7.0,3,8-12,4,6-10,5,4-8,120,"Wrist injury, Elbow pain",0,0,228,Search: 'Close-Grip Bench Press Dumbbells form' for technique guidance
390,Barbell Shrug (Machine variation),Traps,Neck,Machine,Strength,Intermediate,4.4,3,8-12,4,6-10,5,4-8,120,"Neck injury, Cervical spondylosis",0,0,158,Search: 'Barbell Shrug Machine form' for technique guidance
391,Barbell Row (Barbell variation),Lats,"Rhomboids, Biceps, Rear Delt",Barbell,Strength,Beginner,7.3,3,8-12,4,6-10,5,4-8,90,Lower back disc injury,0,0,262,Search: 'Barbell Row Barbell form' for technique guidance
392,Tricep Pushdown (cable) (Machine variation),Triceps,None,Machine,Strength,Intermediate,3.3,3,8-12,4,6-10,5,4-8,120,Elbow pain,0,0,122,Search: 'Tricep Pushdown (cable) Machine form' for technique guidance
393,Dips (Machine variation),Triceps,"Chest, Front Delt",Machine,Strength,Intermediate,6.4,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff, Elbow injury",0,0,210,Search: 'Dips Machine form' for technique guidance
394,Pull-Up (Barbell variation),Lats,"Biceps, Rear Delt, Core",Barbell,Strength,Advanced,6.5,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Elbow injury, Rotator cuff",0,0,245,Search: 'Pull-Up Barbell form' for technique guidance
395,Dumbbell Row (Kettlebell variation),Lats,"Rhomboids, Biceps",Kettlebell,Strength,Intermediate,5.5,3,8-12,4,6-10,5,4-8,120,Lower back pain (support with bench),0,0,192,Search: 'Dumbbell Row Kettlebell form' for technique guidance
396,Cable Fly (Machine variation),Chest,Front Delt,Machine,Strength,Advanced,4.4,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,0,158,Search: 'Cable Fly Machine form' for technique guidance
397,Jumping Rope (Machine variation),Calves,"Full Body, Cardiovascular",Machine,Cardio,Intermediate,13.1,3,8-12,4,6-10,5,4-8,120,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Machine form' for technique guidance
398,Hanging Leg Raise (Dumbbells variation),Lower Abs,"Hip Flexors, Core",Dumbbells,Core,Intermediate,4.9,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc",0,0,175,Search: 'Hanging Leg Raise Dumbbells form' for technique guidance
399,Hip Abduction Machine (Machine variation),Abductors,Glutes,Machine,Strength,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,Hip injury,0,0,122,Search: 'Hip Abduction Machine Machine form' for technique guidance
400,Dumbbell Shoulder Press (Cable Machine variation),Shoulders,"Triceps, Traps",Cable Machine,Strength,Beginner,6.6,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,0,228,Search: 'Dumbbell Shoulder Press Cable Machine form' for technique guidance
401,Lateral Raise (Barbell variation),Lateral Delt,Traps,Barbell,Strength,Intermediate,3.8,3,8-12,4,6-10,5,4-8,120,Shoulder impingement (keep below 90°),0,0,122,Search: 'Lateral Raise Barbell form' for technique guidance
402,Upright Row (Machine variation),Traps,Lateral Delt,Machine,Strength,Beginner,5.2,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,0,175,Search: 'Upright Row Machine form' for technique guidance
403,Barbell Deadlift (Barbell variation),Hamstrings,"Glutes, Lower Back, Traps, Core",Barbell,Strength,Advanced,8.7,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Sciatica",0,0,315,Search: 'Barbell Deadlift Barbell form' for technique guidance
404,Face Pull (Kettlebell variation),Rear Delt,"External Rotators, Traps",Kettlebell,Strength,Intermediate,3.4,3,8-12,4,6-10,5,4-8,120,Shoulder impingement (use light weight),0,0,122,Search: 'Face Pull Kettlebell form' for technique guidance
405,Mountain Climbers (Machine variation),Core,"Shoulders, Cardiovascular",Machine,HIIT,Advanced,9.7,3,8-12,4,6-10,5,4-8,180,"Wrist pain, Shoulder injury",0,0,315,Search: 'Mountain Climbers Machine form' for technique guidance
406,Landmine Rotation (None variation),Obliques,"Core, Shoulders",None,Core,Beginner,5.1,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc",0,1,175,Search: 'Landmine Rotation None form' for technique guidance
407,Hip Adduction Machine (Barbell variation),Adductors,None,Barbell,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Barbell form' for technique guidance
408,Close-Grip Bench Press (Barbell variation),Triceps,"Chest, Front Delt",Barbell,Strength,Intermediate,6.3,3,8-12,4,6-10,5,4-8,120,"Wrist injury, Elbow pain",0,0,228,Search: 'Close-Grip Bench Press Barbell form' for technique guidance
409,Dumbbell Row (Barbell variation),Lats,"Rhomboids, Biceps",Barbell,Strength,Beginner,5.2,3,8-12,4,6-10,5,4-8,90,Lower back pain (support with bench),0,0,192,Search: 'Dumbbell Row Barbell form' for technique guidance
410,Plank (Barbell variation),Core,"Shoulders, Glutes",Barbell,Core,Intermediate,4.4,3,8-12,4,6-10,5,4-8,120,"Wrist pain (use fist position), Severe lower back pain",0,0,140,Search: 'Plank Barbell form' for technique guidance
411,Leg Curl (seated) (Cable Machine variation),Hamstrings,None,Cable Machine,Strength,Advanced,4.2,3,8-12,4,6-10,5,4-8,180,"Hamstring Grade II+ strain, Knee surgery",0,0,158,Search: 'Leg Curl (seated) Cable Machine form' for technique guidance
412,Swimming (Kettlebell variation),Full Body,Cardiovascular,Kettlebell,Cardio,Advanced,7.3,3,8-12,4,6-10,5,4-8,180,Shoulder injury (use kickboard only),1,0,245,Search: 'Swimming Kettlebell form' for technique guidance
413,Seated Cable Row (Cable Machine variation),Lats,"Rhomboids, Biceps, Rear Delt",Cable Machine,Strength,Intermediate,5.6,3,8-12,4,6-10,5,4-8,120,Lower back injury (minimal risk),0,0,210,Search: 'Seated Cable Row Cable Machine form' for technique guidance
414,Jumping Jack (None variation),Full Body,Cardiovascular,None,Cardio,Beginner,8.6,3,8-12,4,6-10,5,4-8,90,"Knee pain, Ankle injury",1,1,280,Search: 'Jumping Jack None form' for technique guidance
415,Jumping Jack (None variation),Full Body,Cardiovascular,None,Cardio,Advanced,7.8,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle injury",1,1,280,Search: 'Jumping Jack None form' for technique guidance
416,Ab Wheel Rollout (Resistance Band variation),Core,"Lats, Shoulders",Resistance Band,Core,Beginner,4.5,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Shoulder injury",0,0,175,Search: 'Ab Wheel Rollout Resistance Band form' for technique guidance
417,Jumping Jack (Barbell variation),Full Body,Cardiovascular,Barbell,Cardio,Advanced,8.3,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle injury",1,0,280,Search: 'Jumping Jack Barbell form' for technique guidance
418,Bulgarian Split Squat (Kettlebell variation),Quadriceps,"Glutes, Hamstrings, Core",Kettlebell,Strength,Intermediate,7.3,3,8-12,4,6-10,5,4-8,120,"Knee pain, Ankle instability, Hip flexor strain",0,0,262,Search: 'Bulgarian Split Squat Kettlebell form' for technique guidance
419,Burpee (Cable Machine variation),Full Body,Cardiovascular,Cable Machine,HIIT,Advanced,9.5,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Cable Machine form' for technique guidance
420,Incline DB Curl (Machine variation),Biceps,Brachialis,Machine,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,Shoulder injury,0,0,122,Search: 'Incline DB Curl Machine form' for technique guidance
421,Dead Bug (Machine variation),Core,Hip Flexors,Machine,Core,Beginner,3.4,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,122,Search: 'Dead Bug Machine form' for technique guidance
422,Stationary Cycling (None variation),Quadriceps,"Glutes, Cardiovascular",None,Cardio,Beginner,5.9,3,8-12,4,6-10,5,4-8,90,Knee pain (adjust seat height),0,1,210,Search: 'Stationary Cycling None form' for technique guidance
423,Preacher Curl (None variation),Biceps,Brachialis,None,Strength,Advanced,3.2,3,8-12,4,6-10,5,4-8,180,"Elbow injury, Biceps tendinopathy",0,1,122,Search: 'Preacher Curl None form' for technique guidance
424,Jumping Rope (Kettlebell variation),Calves,"Full Body, Cardiovascular",Kettlebell,Cardio,Intermediate,11.1,3,8-12,4,6-10,5,4-8,120,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Kettlebell form' for technique guidance
425,Decline Bench Press (Barbell variation),Lower Chest,"Triceps, Front Deltoid",Barbell,Strength,Beginner,7.3,3,8-12,4,6-10,5,4-8,90,"Lower back lordosis, Neck injury",0,0,262,Search: 'Decline Bench Press Barbell form' for technique guidance
426,Decline Bench Press (Machine variation),Lower Chest,"Triceps, Front Deltoid",Machine,Strength,Intermediate,7.0,3,8-12,4,6-10,5,4-8,120,"Lower back lordosis, Neck injury",0,0,262,Search: 'Decline Bench Press Machine form' for technique guidance
427,T-Bar Row (Kettlebell variation),Lats,"Rhomboids, Biceps",Kettlebell,Strength,Intermediate,7.1,3,8-12,4,6-10,5,4-8,120,Lower back pain,0,0,262,Search: 'T-Bar Row Kettlebell form' for technique guidance
428,Face Pull (Machine variation),Rear Delt,"External Rotators, Traps",Machine,Strength,Advanced,3.8,3,8-12,4,6-10,5,4-8,180,Shoulder impingement (use light weight),0,0,122,Search: 'Face Pull Machine form' for technique guidance
429,Burpee (Cable Machine variation),Full Body,Cardiovascular,Cable Machine,HIIT,Intermediate,9.6,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Cable Machine form' for technique guidance
430,Rear Delt Fly (Machine variation),Rear Delt,Rhomboids,Machine,Strength,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,None,0,0,122,Search: 'Rear Delt Fly Machine form' for technique guidance
431,Pallof Press (Machine variation),Core,Obliques,Machine,Core,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,None,0,0,122,Search: 'Pallof Press Machine form' for technique guidance
432,Hip Adduction Machine (Machine variation),Adductors,None,Machine,Strength,Intermediate,3.4,3,8-12,4,6-10,5,4-8,120,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Machine form' for technique guidance
433,Lat Pulldown (Cable Machine variation),Lats,"Biceps, Rear Delt",Cable Machine,Strength,Intermediate,5.9,3,8-12,4,6-10,5,4-8,120,Shoulder injury,0,0,192,Search: 'Lat Pulldown Cable Machine form' for technique guidance
434,Bird Dog (Kettlebell variation),Core,"Glutes, Lower Back",Kettlebell,Core,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,None (excellent for lower back rehab),0,0,122,Search: 'Bird Dog Kettlebell form' for technique guidance
435,Bird Dog (None variation),Core,"Glutes, Lower Back",None,Core,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,None (excellent for lower back rehab),0,1,122,Search: 'Bird Dog None form' for technique guidance
436,Pull-Up (Barbell variation),Lats,"Biceps, Rear Delt, Core",Barbell,Strength,Intermediate,7.0,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Elbow injury, Rotator cuff",0,0,245,Search: 'Pull-Up Barbell form' for technique guidance
437,Jumping Rope (Cable Machine variation),Calves,"Full Body, Cardiovascular",Cable Machine,Cardio,Intermediate,12.9,3,8-12,4,6-10,5,4-8,120,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Cable Machine form' for technique guidance
